Tweets,Sentiment
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
घूस कांड की छो़ड़िए पवन बंसल को तो ट्रेन में मिलने वाली 7 रुपए की डिप वाली घटिया चाय के लिए ही इस्तीफा दे देना चाहिए,negative
देश में हो रहा हाहाकार हर जगह है भ्रष्टाचार इस देश का आम आदमी बिक रहा सरे बाजार जय हो जय हो खंग्रेस सरकार,negative
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
ससुर ने किया बलात्कार ISLAMIC LAW-NOW WIFE IS MOTHER इस्लामिक क़ानून-अब बीवी को माँ मानो,negative
लिख डालू जिंदगी फिर से जो मिल जाये कलम इसे लिखने की।लिखुंगा फिरसे वह वचपन इसमें जिसे तरसता हूँ जीने के लिये दोबारा.।।,negative
इश्क इन पैरिस काफी इमोश्नल फिल्म है। आख़िर मे ये सोचकर दर्शको की आंखो से आंसू छलक आते हैं कि इस फिल्म के लिए मैंने 300 रूपये बर्बाद कर दिए,negative
केजरीवाल का इस्तीफा न हुआ भाजपा के लिए लोकतंत्र के बलात्कार का लाइसेंस हो गया।#FraudBySecretBallot,negative
