index,LIST_OF_WORDS,POS,NEG,POS_TAG
916,व्ययसाध्यता,1,0,a
917,व्यवसायिक,1,0,a
918,व्यवहारक्षम,1,0,a
919,व्यापक,1,0,a
920,व्यावहारिक,1,0,a
921,शक्तिशाली,1,0,a
922,शक्ति,1,0,a
923,शांतिदायक,1,0,a
924,शांतिप्रिय,1,0,a
925,शांति,1,0,a
926,शांतिसैनिकों,1,0,a
927,शानदार,1,0,a
928,शान्ति,1,0,a
929,शान,1,0,a
930,शालीनता,1,0,a
931,शाही,1,0,a
932,शिक्षाप्रद,1,0,a
933,शिक्षित,1,0,a
934,शिखर,1,0,a
935,शिलावृष्टि,1,0,a
936,शिष्टता,1,0,a
937,शिष्ट,1,0,a
938,शीघ्रता,1,0,a
939,शीघ्र,1,0,a
940,शीतल,1,0,a
941,शीर्षबिंदु,1,0,a
942,शीर्ष,1,0,a
943,शीर्षगुणवत्ता,1,0,a
944,शीर्षपायदान,1,0,a
945,शुक्र,1,0,a
946,शुद्धता,1,0,a
947,शुद्ध,1,0,a
948,शुद्धकरना,1,0,a
949,शुभचिंतकों,1,0,a
950,शुभ,1,0,a
951,शूरवीरता,1,0,a
952,शैली,1,0,a
953,शोकहारा,1,0,a
954,शोधन,1,0,a
955,शोर,1,0,a
956,शौक़ीन,1,0,a
957,श्रद्धांजलि,1,0,a
958,श्रद्धालु,1,0,a
959,श्रद्धा,1,0,a
960,श्रव्य,1,0,a
961,श्रेष्ठता,1,0,a
962,संक्षिप्त,1,0,a
963,संगत,1,0,a
964,संजोना,1,0,a
965,संतुलित,1,0,a
966,संतुष्टि,1,0,a
967,संतुष्ट,1,0,a
968,संतुष्ट करना,1,0,a
969,संतोषजनक,1,0,a
970,संतोषप्रद,1,0,a
971,संतोष,1,0,a
972,संत,1,0,a
973,संपन्न,1,0,a
974,संबंध,1,0,a
975,संभव,1,0,a
976,संवारना,1,0,a
977,संवेदनशील,1,0,a
978,सकारात्मक,1,0,a
979,सकौशल,1,0,a
980,सक्रिय,1,0,a
981,सक्षम,1,0,a
982,सघन,1,0,a
983,सच्चाई,1,0,a
984,सच्चा,1,0,a
985,सजीला,1,0,a
986,सजीव,1,0,a
987,सज्जन,1,0,a
988,सतर्कता,1,0,a
989,सतीत्व,1,0,a
990,सतेज,1,0,a
991,सत्कार,1,0,a
992,सत्यवादिता,1,0,a
993,सत्यसाधनीय,1,0,a
994,सत्य,1,0,a
995,सदाचार,1,0,a
996,सनसनीखेज,1,0,a
997,सनसनी,1,0,a
998,सन्तुष्ट,1,0,a
999,सन्धिप्रस्ताव,1,0,a
1000,सप्रेम,1,0,a
1001,सफलताएँ,1,0,a
1002,सफलताओं,1,0,a
1003,सफलतापूर्वक,1,0,a
1004,सफलता,1,0,a
1005,सफल,1,0,a
1006,सफाई,1,0,a
1007,सबसे,1,0,a
1008,सभ्यता,1,0,a
1009,सभ्य,1,0,a
1010,समझदार,1,0,a
1011,समझाना,1,0,a
1012,समतुलित,1,0,a
1013,समयनिष्ठ,1,0,a
1014,समय,1,0,a
1015,सम्मानित,1,0,a
1016,समर्थक,1,0,a
1017,समर्थित,1,0,a
1018,समर्पित,1,0,a
1019,समाधानकारी,1,0,a
1020,समाधान,1,0,a
1021,समाप्त,1,0,a
1022,समायोज्य,1,0,a
1023,समृद्धिशाली,1,0,a
1024,समृद्धि,1,0,a
1025,समृद्ध,1,0,a
1026,सम्मान,1,0,a
1027,सम्मोहन,1,0,a
1028,सरगर्मी,1,0,a
1029,सरलतापूर्वक,1,0,a
1030,सरलता,1,0,a
1031,सरलीकृत,1,0,a
1032,सरस,1,0,a
1033,सराहनीय,1,0,a
1034,सरोष,1,0,a
1035,सर्वोच्चतापूर्वक,1,0,a
1036,सर्वोच्चता,1,0,a
1037,सर्वोच्च,1,0,a
1038,सर्वोपरि,1,0,a
1039,सलामी,1,0,a
1040,सशक्तिकरण,1,0,a
1041,सस्ता,1,0,a
1042,सस्ती,1,0,a
1043,सहकारी,1,0,a
1044,सहजता,1,0,a
1045,सहज,1,0,a
1046,सहनीय,1,0,a
1047,सहमत,1,0,a
1048,सहानुभूति,1,0,a
1049,सहायक,1,0,a
1050,सही,1,0,a
1051,सांत्वना,1,0,a
1052,सांस,1,0,a
1053,साख,1,0,a
1054,साज़िश,1,0,a
1055,सादगी,1,0,a
1056,साधनसंपन्न,1,0,a
1057,साधुता,1,0,a
1058,साफ,1,0,a
1059,साबित,1,0,a
1060,सामंजस्यपूर्ण,1,0,a
1061,सामंजस्य,1,0,a
1062,सामान्यबुद्धि,1,0,a
1063,सार्थक,1,0,a
1064,सावधानी,1,0,a
1065,साहसिक,1,0,a
1066,साहसी,1,0,a
1067,साहस,1,0,a
1068,सिफारिशों,1,0,a
1069,सिलेंडर,1,0,a
1070,सीधापन,1,0,a
1071,सीधा,1,0,a
1072,सीधासादा,1,0,a
1073,सीधी,1,0,a
1074,सुंदरता,1,0,a
1075,सुंदर,1,0,a
1076,सुखद,1,0,a
1077,सुखपूर्वक,1,0,a
1078,सुख,1,0,a
1079,सुगंधित,1,0,a
1080,सुगमता,1,0,a
1081,सुगम,1,0,a
1082,सुडौल,1,0,a
1083,सुदर्शन,1,0,a
1084,सुधारना,1,0,a
1085,सुधारा,1,0,a
1086,सुधारों,1,0,a
1087,सुनहरा,1,0,a
1088,सुन्दरता,1,0,a
1089,सुन्दर,1,0,a
1090,सुपर,1,0,a
1091,सुरक्षा,1,0,a
1092,सुरक्षित,1,0,a
1093,सुरम्य,1,0,a
1094,सुरुचिपूर्ण,1,0,a
1095,सुलभ,1,0,a
1096,सुलह,1,0,a
1097,सुवक्ता,1,0,a
1098,सुविधापूर्वक,1,0,a
1099,सुविधा,1,0,a
1100,सुशिक्षित,1,0,a
1101,सुशीलता,1,0,a
1102,सुसंगत,1,0,a
1103,सूक्ष्मता,1,0,a
1104,सूक्ष्म,1,0,a
1105,सूचित,1,0,a
1106,अधिक,1,0,a
1107,उम्मीद,1,0,a
1108,सैद्धांतिक,1,0,a
1109,सोना,1,0,a
1110,सौंदर्य,1,0,a
1111,सौंपना,1,0,a
1112,सौदा,1,0,a
1113,सौहार्दपूर्ण,1,0,a
1114,सौहार्द,1,0,a
1115,स्टेनलेस,1,0,a
1116,स्तुति,1,0,a
1117,स्थिरता,1,0,a
1118,स्थिर,1,0,a
1119,स्नातकोत्तर,1,0,a
1120,स्नेही,1,0,a
1121,स्नेह,1,0,a
1122,स्पंदन,1,0,a
1123,स्पष्टतापूर्वक,1,0,a
1124,स्पष्टता,1,0,a
1125,स्पष्टवादी,1,0,a
1126,स्पष्ट,1,0,a
1127,स्पष्टरूप,1,0,a
1128,स्पृहणीयतापूर्वक,1,0,a
1129,स्पृहणीय,1,0,a
1130,स्मारकीय,1,0,a
1131,स्मार्ट,1,0,a
1132,स्वच्छता,1,0,a
1133,स्वच्छ,1,0,a
1134,स्वतंत्रता,1,0,a
1135,स्वभाग्यनिर्णय,1,0,a
1136,स्वर्गीय,1,0,a
1137,स्वर्ग,1,0,a
1138,स्वस्थ,1,0,a
1139,स्वांग,1,0,a
1140,स्वादिष्ट,1,0,a
1141,स्वाद,1,0,a
1142,स्वायत्त,1,0,a
1143,स्वास्थ,1,0,a
1144,स्वेच्छाचारिता,1,0,a
1145,स्वेच्छा,1,0,a
1146,हँसमुख,1,0,a
1147,हँसाना,1,0,a
1148,हँसी,1,0,a
1149,हंसमुख,1,0,a
1150,हक़बहाल,1,0,a
1151,हड़ताली,1,0,a
1152,हर्षपूर्वक,1,0,a
1153,हर्षातिरेक,1,0,a
1154,हर्षित,1,0,a
1155,हर्षोन्माद,1,0,a
1156,हर्ष,1,0,a
1157,हाथनीचे,1,0,a
1158,हार्दिक,1,0,a
1159,हार,1,0,a
1160,हावी,1,0,a
1161,हास्य,1,0,a
1162,हितकर,1,0,a
1163,हितों,1,0,a
1164,हिम्मतबँधाना,1,0,a
1165,हिम्मत,1,0,a
1166,हुर्रे,1,0,a
1167,होनहार,1,0,a
1168,होशियार,1,0,a
1169,प्रचंड़,1,0,a
1170,बचाव,1,0,a
1171,बेमिसाल,1,0,a
1172,भाग्यवाद के अनुसार,1,0,a
1173,भाग्यवाद संबंधी,1,0,a
1174,भावनाओं,1,0,a
1175,भावना,1,0,a
1176,भावुकतापूर्ण,1,0,a
1177,भावुक,1,0,a
1178,भोला,1,0,a
1179,भोलेपन,1,0,a
1180,मदहोश,1,0,a
1181,महाभियोग,1,0,a
1182,रहमदिल,1,0,a
1183,रोबदार,1,0,a
1184,लजीली,1,0,a
1185,शहादत,1,0,a
1186,शातिर,1,0,a
1187,शास्त्रार्थ,1,0,a
1188,संरक्षण,1,0,a
1189,सजगकरनेवाला,1,0,a
1190,साहसपूर्वक,1,0,a
1191,सिद्धांतवादी,1,0,a
1192,भोले,1,0,a
1193,मौलिक,1,0,a
1194,माफ,1,0,a
1195,अलौकिक,1,0,a
1196,सर्वश्रेष्ठ,1,0,a
1197,बहुप्रतीक्षित,1,0,a
1198,विशेष,1,0,a
1199,प्रचार,1,0,a
1200,कमिटमेंट,1,0,a
1201,उपयोग,1,0,a
1202,राजस्व,1,0,a
1203,ईमान,1,0,a
1204,बातचीतबाज़ी,1,0,a
1205,खलनायक,1,0,a
1206,चार्टबस्टर,1,0,a
1207,मज़ाआया,1,0,a
1208,प्रवृत्तियों,1,0,a
1209,दबन्न्ग,1,0,a
1210,कमाल,1,0,a
1211,मसाला,1,0,a
1212,तरलता,1,0,a
1213,रोमांस,1,0,a
1214,खूबसूरत,1,0,a
1215,सबसेबड़ी,1,0,a
1216,अंकुश,0,1,a
1217,अंगभंगकरना,0,1,a
1218,अंतड़ीनिकालना,0,1,a
1219,अंतर्विरोध,0,1,a
1220,अंतिमखाई,0,1,a
1221,अंतिमचेतावनी,0,1,a
1222,अंधकार,0,1,a
1223,अंधाधुंध,0,1,a
1224,अंधा,0,1,a
1225,अंधेरा,0,1,a
1226,अंशातिप्रिय,0,1,a
1227,अंहकारी,0,1,a
1228,अकड़,0,1,a
1229,अकथ्य,0,1,a
1230,अकर्मण्य,0,1,a
1231,अकल्पनीय,0,1,a
1232,अकाल,0,1,a
1233,अकिंचनता,0,1,a
1234,अकुलीन,0,1,a
1235,अकुशल,0,1,a
1236,अकृतज्ञ,0,1,a
1237,अकेलापन,0,1,a
1238,अकेला,0,1,a
1239,अक्खड़,0,1,a
1240,अक्षमता,0,1,a
1241,अक्षम्य,0,1,a
1242,अक्षम,0,1,a
1243,अगम्य,0,1,a
1244,अगाध,0,1,a
1245,अग्निपरीक्षा,0,1,a
1246,अघुलित,0,1,a
1247,अचल,0,1,a
1248,अचानक,0,1,a
1249,अचेत,0,1,a
1250,अछूता,0,1,a
1251,अजनबी,0,1,a
1252,अजीब,0,1,a
1253,अज्ञात,0,1,a
1254,अज्ञानी,0,1,a
1255,अज्ञान,0,1,a
1256,अज्ञेयत्व,0,1,a
1257,अटक,0,1,a
1258,अड़ियल,0,1,a
1259,अड्डा,0,1,a
1260,अतिक्रमण,0,1,a
1261,अतिदेय,0,1,a
1262,अतिभारित,0,1,a
1263,अतिरंजना,0,1,a
1264,अतिरंजित,0,1,a
1265,अतिवादियों,0,1,a
1266,अतिवाद,0,1,a
1267,अतिशयोक्तिपूर्ण,0,1,a
1268,अतिशयोक्ति,0,1,a
1269,अतिसंवेदनशील,0,1,a
1270,अतोषणीय,0,1,a
1271,अत्यंत,0,1,a
1272,अत्यधिकता,0,1,a
1273,अत्यधिक,0,1,a
1274,अत्याचारी,0,1,a
1275,अत्याचारों,0,1,a
1276,अत्याचार,0,1,a
1277,अत्यावश्यक,0,1,a
1278,अत्युक्ति,0,1,a
1279,अथाह,0,1,a
1280,अदक्षता,0,1,a
1281,अदम्य,0,1,a
1282,अदूरदर्शा,0,1,a
1283,अदूरदर्शिता,0,1,a
1284,अदृश्य,0,1,a
1285,अद्वितीयता,0,1,a
1286,अधर्मी,0,1,a
1287,अधर्म,0,1,a
1288,अधिकमूल्यांकन,0,1,a
1289,अधिकवजन,0,1,a
1290,अधिकसंतुलित,0,1,a
1291,अधिकखौफ,0,1,a
1292,अधिरोपण,0,1,a
1293,अधीनता,0,1,a
1294,अधीनस्थ,0,1,a
1295,अधीन,0,1,a
1296,अधीनकरना,0,1,a
1297,अधीरता,0,1,a
1298,अधीर,0,1,a
1299,अधूरा,0,1,a
1300,अधूरेपन,0,1,a
1301,अधोमुख,0,1,a
1302,अध:पतन,0,1,a
1303,अनदेखी,0,1,a
1304,अनपढ़,0,1,a
1305,अनपेक्षित,0,1,a
1306,अनभ्यस्त,0,1,a
1307,अनमना,0,1,a
1308,अनम्य,0,1,a
1309,अनर्गलता,0,1,a
1310,अनर्थकता,0,1,a
1311,अनाड़ीपन,0,1,a
1312,अनाड़ी,0,1,a
1313,अनाथ,0,1,a
1314,अनादर,0,1,a
1315,अनार्थिक,0,1,a
1316,अनावश्यक,0,1,a
1317,अनिच्छा,0,1,a
1318,अनिच्छुक,0,1,a
1319,अनिधिक,0,1,a
1320,अनियंत्रित,0,1,a
1321,अनियमितता,0,1,a
1322,अनियमित,0,1,a
1323,अनिर्णय,0,1,a
1324,अनिर्णीत,0,1,a
1325,अनिर्दिष्ट,0,1,a
1326,अनिर्धारित,0,1,a
1327,अनिवार्यत:,0,1,a
1328,अनिवार्यरूपसे,0,1,a
1329,अनिश्चय,0,1,a
1330,अनिश्चयसे,0,1,a
1331,अनिश्चित,0,1,a
1332,अनिष्ट,0,1,a
1333,अनुग्रहकरना,0,1,a
1334,अनुचित,0,1,a
1335,अनुत्तरदायी,0,1,a
1336,अनुत्पादक,0,1,a
1337,अनुपयुक्तरूप,0,1,a
1338,अनुपयुक्त,0,1,a
1339,अनुपलब्ध,0,1,a
1340,अनुपातहीन,0,1,a
1341,अनुभवहीन,0,1,a
1342,अनुशासनात्मकसज़ा,0,1,a
1343,अनैच्छिक,0,1,a
1344,अनैतिकता,0,1,a
1345,अनैतिक,0,1,a
1346,अनौचित्य,0,1,a
1347,अन्धकारमय,0,1,a
1348,अन्धविश्वास,0,1,a
1349,अन्धेरा,0,1,a
1350,अन्यमनस्क,0,1,a
1351,अन्यसंक्रांत,0,1,a
1352,अन्यायपूर्ण,0,1,a
1353,अन्यायपूर्वकशासन,0,1,a
1354,अन्यायी,0,1,a
1355,अन्याय,0,1,a
1356,अन्यसंक्रामण,0,1,a
1357,अपंग,0,1,a
1358,अपकारपूर्वक,0,1,a
1359,अपकार,0,1,a
1360,अपकीर्ति,0,1,a
1361,अपघर्षक,0,1,a
1362,अपटुता,0,1,a
1363,अपटु,0,1,a
1364,अपमानजनक,0,1,a
1365,अपमानास्पदता,0,1,a
1366,अपमानित,0,1,a
1367,अपमान,0,1,a
1368,अपरंपरागत,0,1,a
1369,अपराधी,0,1,a
1370,अपराधों,0,1,a
1371,अपराध,0,1,a
1372,अपरिचित,0,1,a
1373,अपरिपक्व,0,1,a
1374,अपरिभाषित,0,1,a
1375,अपरिमेय,0,1,a
1376,अपरिवर्तनीय,0,1,a
1377,अपरिष्कृत,0,1,a
1378,अपरिहार्य,0,1,a
1379,अपर्याप्तता,0,1,a
1380,अपर्याप्त,0,1,a
1381,अपवंचन,0,1,a
1382,अपवर्जन,0,1,a
1383,अपवित्रता,0,1,a
1384,अपवित्र,0,1,a
1385,अपव्ययिता,0,1,a
1386,अपव्यय,0,1,a
1387,अपसमायोजन,0,1,a
1388,अपुष्ट,0,1,a
1389,अपूरणीय,0,1,a
1390,अपूर्ण,0,1,a
1391,अपूर्वदृष्ट,0,1,a
1392,अप्रचलित,0,1,a
1393,अप्रतिकार्य,0,1,a
1394,अप्रतिकार,0,1,a
1395,अप्रतिलभ्य,0,1,a
1396,अप्रतिष्ठित,0,1,a
1397,अप्रतिस्पर्धी,0,1,a
1398,अप्रत्यक्ष,0,1,a
1399,अप्रत्ययी,0,1,a
1400,अप्रत्याशित,0,1,a
1401,अप्रभावी,0,1,a
